timestamp,open,high,low,close,volume
2025-12-06T00:10:40.000Z,2.196e-06,2.196e-06,2.196e-06,2.196e-06,0.284926679
2025-12-06T02:05:20.000Z,2.229e-06,2.229e-06,2.229e-06,2.229e-06,0.009595917
2025-12-06T02:56:00.000Z,2.229e-06,2.229e-06,2.229e-06,2.229e-06,0.765458761
2025-12-06T03:46:30.000Z,2.212e-06,2.212e-06,2.212e-06,2.212e-06,0.110642322
2025-12-06T03:50:30.000Z,2.21e-06,2.21e-06,2.21e-06,2.21e-06,0.786523059
2025-12-06T04:25:30.000Z,2.193e-06,2.193e-06,2.193e-06,2.193e-06,0.827760937
2025-12-06T05:22:10.000Z,2.175e-06,2.175e-06,2.175e-06,2.175e-06,0.667407981
2025-12-06T05:37:20.000Z,2.161e-06,2.161e-06,2.161e-06,2.161e-06,0.24969133
2025-12-06T06:13:10.000Z,2.197e-06,2.197e-06,2.197e-06,2.197e-06,1.067302776
2025-12-06T06:14:00.000Z,2.174e-06,2.174e-06,2.174e-06,2.174e-06,3.697272392
2025-12-06T06:35:30.000Z,2.097e-06,2.097e-06,2.097e-06,2.097e-06,0.249686683
2025-12-06T07:05:20.000Z,2.103e-06,2.103e-06,2.103e-06,2.103e-06,1.79699271
2025-12-06T07:26:10.000Z,2.141e-06,2.141e-06,2.141e-06,2.141e-06,2.195783762
2025-12-06T07:36:10.000Z,2.189e-06,2.189e-06,2.189e-06,2.189e-06,2.540300889
2025-12-06T07:41:00.000Z,2.135e-06,2.135e-06,2.135e-06,2.135e-06,1.279341324
2025-12-06T07:43:20.000Z,2.108e-06,2.108e-06,2.108e-06,2.108e-06,0.249687497
2025-12-06T08:30:20.000Z,2.113e-06,2.113e-06,2.113e-06,2.113e-06,4.878047951
2025-12-06T08:30:30.000Z,2.22e-06,2.364e-06,2.22e-06,2.319e-06,6.709541297
2025-12-06T08:30:40.000Z,2.371e-06,2.371e-06,2.371e-06,2.371e-06,2.073616813
2025-12-06T08:31:10.000Z,2.372e-06,2.418e-06,2.372e-06,2.418e-06,2.392787528
2025-12-06T08:33:20.000Z,2.365e-06,2.365e-06,2.365e-06,2.365e-06,0.498821195
2025-12-06T08:36:40.000Z,2.408e-06,2.408e-06,2.408e-06,2.408e-06,0.229566083
2025-12-06T08:47:50.000Z,2.413e-06,2.413e-06,2.413e-06,2.413e-06,0.230061052
2025-12-06T08:55:40.000Z,2.408e-06,2.408e-06,2.408e-06,2.408e-06,1.93970483
2025-12-06T09:20:50.000Z,2.458e-06,2.458e-06,2.458e-06,2.458e-06,0.266275655
2025-12-06T09:21:50.000Z,2.464e-06,2.464e-06,2.464e-06,2.464e-06,0.249710954
2025-12-06T09:22:30.000Z,2.47e-06,2.47e-06,2.47e-06,2.47e-06,0.399261412
2025-12-06T09:25:10.000Z,2.479e-06,2.479e-06,2.479e-06,2.479e-06,0.074385905
2025-12-06T09:35:30.000Z,2.477e-06,2.477e-06,2.477e-06,2.477e-06,2.16660239
2025-12-06T09:42:40.000Z,2.429e-06,2.429e-06,2.429e-06,2.429e-06,0.260840337
2025-12-06T09:49:50.000Z,2.423e-06,2.423e-06,2.423e-06,2.423e-06,1.697286577
2025-12-06T10:05:00.000Z,2.462e-06,2.462e-06,2.462e-06,2.462e-06,1.677228281
2025-12-06T10:08:00.000Z,2.425e-06,2.425e-06,2.425e-06,2.425e-06,0.128299616
2025-12-06T10:31:20.000Z,2.427e-06,2.427e-06,2.427e-06,2.427e-06,0.026541958
2025-12-06T10:34:00.000Z,2.427e-06,2.605e-06,2.427e-06,2.604e-06,7.266476872
2025-12-06T10:34:10.000Z,2.605e-06,2.605e-06,2.605e-06,2.605e-06,2.175005835
2025-12-06T10:34:30.000Z,2.785e-06,2.872e-06,2.775e-06,2.79e-06,6.182642097
2025-12-06T10:35:20.000Z,2.928e-06,2.928e-06,2.928e-06,2.928e-06,0.010379266
2025-12-06T10:35:30.000Z,2.928e-06,2.928e-06,2.928e-06,2.928e-06,0.354149948
2025-12-06T10:36:40.000Z,2.919e-06,2.919e-06,2.919e-06,2.919e-06,5.021561061
2025-12-06T10:39:50.000Z,2.798e-06,2.798e-06,2.798e-06,2.798e-06,0.737108133
2025-12-06T10:40:30.000Z,2.816e-06,2.816e-06,2.816e-06,2.816e-06,0.064156128
2025-12-06T10:40:50.000Z,2.815e-06,2.815e-06,2.815e-06,2.815e-06,0.011463086
2025-12-06T10:41:30.000Z,2.814e-06,2.814e-06,2.751e-06,2.751e-06,4.774035966
2025-12-06T10:42:30.000Z,2.709e-06,2.709e-06,2.709e-06,2.709e-06,2.984433763
2025-12-06T10:43:30.000Z,2.782e-06,2.782e-06,2.782e-06,2.782e-06,0.01056716
2025-12-06T10:43:40.000Z,2.782e-06,2.782e-06,2.782e-06,2.782e-06,0.318620131
2025-12-06T10:44:30.000Z,2.79e-06,2.79e-06,2.78e-06,2.78e-06,0.628754545
2025-12-06T10:47:20.000Z,2.774e-06,2.774e-06,2.774e-06,2.774e-06,0.825409589
2025-12-06T10:47:30.000Z,2.755e-06,2.755e-06,2.755e-06,2.755e-06,2.29955975
2025-12-06T10:49:00.000Z,2.7e-06,2.7e-06,2.7e-06,2.7e-06,0.098314374
2025-12-06T10:56:00.000Z,2.711e-06,2.711e-06,2.711e-06,2.711e-06,0.498899101
2025-12-06T10:56:30.000Z,2.723e-06,2.723e-06,2.723e-06,2.723e-06,1.507114608
2025-12-06T10:57:10.000Z,2.76e-06,2.844e-06,2.76e-06,2.844e-06,3.453567319
2025-12-06T10:57:20.000Z,2.844e-06,2.844e-06,2.844e-06,2.844e-06,2.272939082
2025-12-06T10:57:30.000Z,2.901e-06,2.901e-06,2.901e-06,2.901e-06,0.337499999
2025-12-06T10:57:40.000Z,2.909e-06,2.909e-06,2.909e-06,2.909e-06,0.067749735
2025-12-06T10:58:00.000Z,2.911e-06,2.911e-06,2.911e-06,2.911e-06,0.518083742
2025-12-06T10:58:10.000Z,2.924e-06,2.924e-06,2.924e-06,2.924e-06,0.01016707
2025-12-06T10:59:30.000Z,2.924e-06,2.924e-06,2.923e-06,2.923e-06,0.359332884
2025-12-06T11:00:40.000Z,2.915e-06,2.915e-06,2.915e-06,2.915e-06,0.870084197
