regime,value,detection_period,drop_threshold,reversal_threshold,tp_pct,sl_pct
7,1000.0,3,0.1,0.07400000000000001,0.0111,0.00181
7,1000.0,1,0.13,0.10250000000000001,0.0565,0.02815
7,1000.0,3,0.1096,0.05338,0.08,0.0495
7,1000.0,2,0.0854,0.050420000000000006,0.0111,0.0013100000000000002
7,1000.0,1,0.0749,0.03587,0.0524,0.01414
7,1000.0,5,0.13190000000000002,0.09917000000000001,0.0877,0.06217
7,1000.0,1,0.0558,0.024940000000000004,0.0975,0.08695
8,1058.1942089125894,2,0.1128,0.06564,0.0485,0.036250000000000004
8,1058.1942089125894,2,0.1126,0.06298,0.0485,0.036250000000000004
8,1058.1942089125894,2,0.1124,0.06232,0.0408,0.032380000000000006
8,1058.1942089125894,2,0.1114,0.06272,0.0398,0.03248
8,1058.1942089125894,2,0.11270000000000001,0.06211,0.0403,0.03223
8,1058.1942089125894,2,0.1121,0.06193,0.042,0.034
8,1058.1942089125894,2,0.1118,0.06214,0.034,0.0297
8,1058.1942089125894,2,0.1113,0.06239,0.0342,0.03012
8,1058.1942089125894,2,0.1115,0.06255,0.0412,0.02862
8,1058.1942089125894,2,0.111,0.0607,0.0409,0.03109
8,1058.1942089125894,2,0.1109,0.06217,0.041600000000000005,0.03106
8,1058.1942089125894,2,0.1109,0.06317,0.041,0.0309
8,1058.1942089125894,2,0.111,0.0635,0.041600000000000005,0.030760000000000003
8,1058.1942089125894,2,0.1104,0.06372,0.0413,0.031230000000000004
8,1058.1942089125894,2,0.11080000000000001,0.06344,0.041,0.0323
8,1058.1942089125894,2,0.1111,0.06373,0.041600000000000005,0.03126
8,1058.1942089125894,2,0.11080000000000001,0.06494,0.041100000000000005,0.03141
8,1058.1942089125894,2,0.111,0.0654,0.042600000000000006,0.03106
8,1058.1942089125894,2,0.1106,0.06388,0.043000000000000003,0.031400000000000004
8,1058.1942089125894,2,0.1106,0.06578,0.042800000000000005,0.031580000000000004
9,1000.0,1,0.1392,0.06336,0.0546,0.006960000000000001
9,1000.0,1,0.1489,0.12936999999999999,0.0509,0.025390000000000003
9,1000.0,1,0.1184,0.07812,0.0475,0.02265
9,1000.0,1,0.1177,0.07741,0.04530000000000001,0.024730000000000002
9,1000.0,1,0.13740000000000002,0.08302000000000001,0.0672,0.04002
9,1000.0,2,0.15,0.1183,0.043100000000000006,0.02331
9,1000.0,1,0.1215,0.06394999999999999,0.054700000000000006,0.03057
9,1000.0,1,0.1391,0.07213,0.032,0.022300000000000004
9,1000.0,1,0.12890000000000001,0.10017000000000001,0.044800000000000006,0.026080000000000002
9,1000.0,1,0.1182,0.07716,0.0449,0.021390000000000003
9,1000.0,1,0.1407,0.07761,0.016300000000000002,0.005430000000000001
9,1000.0,1,0.1139,0.07607,0.053200000000000004,0.019420000000000003
9,1000.0,1,0.1393,0.08169000000000001,0.0708,0.03728
9,1000.0,1,0.1318,0.07224,0.0649,0.04349000000000001
9,1000.0,1,0.1403,0.08009,0.0376,0.02206
9,1000.0,2,0.1442,0.09256,0.0575,0.03155
9,1000.0,1,0.13290000000000002,0.07387,0.011600000000000001,0.0015600000000000002
9,1000.0,1,0.1494,0.12822,0.0425,0.02385
9,1000.0,1,0.1439,0.12027,0.0475,0.02585
9,1000.0,2,0.13740000000000002,0.11952000000000002,0.039400000000000004,0.023440000000000003
10,1142.169323791472,3,0.0795,0.033549999999999996,0.049100000000000005,0.038610000000000005
10,1141.8938658708157,3,0.0795,0.03415,0.0478,0.03858
10,1141.8938658708157,3,0.079,0.0341,0.047400000000000005,0.03844
10,1135.757548698623,3,0.0789,0.03347,0.049300000000000004,0.03863
10,1135.1699258350282,3,0.0791,0.035030000000000006,0.0485,0.03835
10,1131.6392977061237,3,0.0789,0.03407,0.0451,0.03941
10,1130.7073005072602,3,0.07880000000000001,0.035140000000000005,0.050800000000000005,0.038380000000000004
10,1129.7857003771137,3,0.0799,0.03447,0.047400000000000005,0.038340000000000006
10,1129.7408330082794,3,0.0781,0.03623,0.045500000000000006,0.03675
10,1129.6952754742779,3,0.07830000000000001,0.03629,0.033100000000000004,0.029310000000000003
10,1129.2831021699526,3,0.0771,0.03323,0.0471,0.034910000000000004
10,1129.1363384832312,3,0.0794,0.034519999999999995,0.0471,0.03981
10,1128.6665672998918,3,0.079,0.0334,0.0492,0.039420000000000004
10,1128.6665672998918,3,0.0784,0.03342,0.0483,0.039630000000000006
10,1128.6665672998918,3,0.0785,0.03345,0.0478,0.039580000000000004
10,1128.6665672998918,3,0.0784,0.03332,0.046000000000000006,0.0395
10,1128.6665672998918,3,0.07880000000000001,0.033240000000000006,0.0471,0.03931
10,1128.6665672998918,3,0.0791,0.033030000000000004,0.0459,0.03919
10,1125.487675744851,3,0.0795,0.03555,0.048600000000000004,0.038160000000000006
10,1125.3904044219494,3,0.0785,0.03505,0.047900000000000005,0.03909000000000001
11,1000.0,3,0.1018,0.04004,0.0956,0.06546
11,1000.0,1,0.1021,0.07403,0.015200000000000002,0.012020000000000001
11,1000.0,4,0.1439,0.12657000000000002,0.025300000000000003,0.003830000000000001
11,1000.0,5,0.1121,0.06323000000000001,0.0374,0.00664
11,1000.0,1,0.1392,0.06336,0.0546,0.006960000000000001
11,1000.0,2,0.11950000000000001,0.08565,0.0836,0.053360000000000005
11,1000.0,2,0.1221,0.08463,0.0728,0.03418
11,1000.0,3,0.1,0.07400000000000001,0.0111,0.00181
11,1000.0,1,0.13,0.10250000000000001,0.0565,0.02815
11,1000.0,3,0.1096,0.05338,0.08,0.0495
11,1000.0,5,0.13190000000000002,0.09917000000000001,0.0877,0.06217
11,1000.0,4,0.1096,0.07218,0.0235,0.00495
11,1000.0,3,0.1451,0.12533,0.045000000000000005,0.0122
11,1000.0,4,0.1496,0.12968000000000002,0.0191,0.00391
11,1000.0,2,0.1228,0.10494,0.0165,0.00285
11,1000.0,3,0.1356,0.09248,0.046400000000000004,0.018740000000000003
11,1000.0,4,0.1071,0.07113,0.030200000000000005,0.00952
11,1000.0,3,0.1173,0.08179,0.0769,0.02399
11,1000.0,5,0.1135,0.06515,0.0392,0.00802
11,1000.0,5,0.12680000000000002,0.07894000000000001,0.0212,0.00852
12,1000.0,1,0.1021,0.07403,0.015200000000000002,0.012020000000000001
12,1000.0,4,0.1439,0.12657000000000002,0.025300000000000003,0.003830000000000001
12,1000.0,1,0.1392,0.06336,0.0546,0.006960000000000001
12,1000.0,3,0.1437,0.12901,0.0108,0.00298
12,1000.0,2,0.1244,0.09872,0.0632,0.03382
12,1000.0,2,0.1256,0.08628,0.054900000000000004,0.031490000000000004
12,1000.0,3,0.1484,0.12892,0.0234,0.011040000000000001
12,1000.0,4,0.1221,0.10363,0.0195,0.01025
12,1000.0,6,0.1325,0.07285,0.0451,0.01481
12,1000.0,1,0.11270000000000001,0.08021,0.0777,0.025170000000000005
12,1000.0,1,0.1386,0.06528,0.0514,0.015940000000000003
12,1000.0,1,0.1489,0.11467000000000001,0.0677,0.04287
12,1000.0,2,0.13369999999999999,0.09040999999999999,0.081,0.050800000000000005
12,1000.0,1,0.11220000000000001,0.05906,0.04650000000000001,0.00875
12,1000.0,4,0.1375,0.07265,0.032,0.0128
12,1000.0,2,0.1187,0.07861,0.0627,0.024370000000000003
12,1000.0,1,0.1303,0.06809,0.0895,0.02665
12,1000.0,3,0.1424,0.12572,0.0115,0.0029500000000000004
12,1000.0,1,0.1437,0.11731,0.014100000000000001,0.0031100000000000004
12,1000.0,4,0.14800000000000002,0.11980000000000002,0.0254,0.00634
13,1000.5572071782029,3,0.1147,0.07321,0.0122,0.010820000000000001
13,1000.5572071782029,3,0.1149,0.07337,0.0115,0.01025
13,1000.5572071782029,3,0.11460000000000001,0.07318,0.0117,0.01037
13,1000.5572071782029,3,0.1145,0.07295,0.0114,0.010140000000000001
13,1000.5572071782029,3,0.1152,0.07286000000000001,0.0111,0.009810000000000001
13,1000.5572071782029,3,0.1144,0.07302,0.011300000000000001,0.009830000000000002
13,1000.5572071782029,3,0.11610000000000001,0.07303000000000001,0.0117,0.00987
13,1000.5572071782029,3,0.1162,0.07296,0.0114,0.009840000000000002
13,1000.5572071782029,3,0.1174,0.07272,0.0112,0.00982
13,1000.5572071782029,3,0.11560000000000001,0.07258,0.0114,0.009640000000000001
13,1000.5572071782029,3,0.1149,0.07337,0.0121,0.00961
13,1000.5572071782029,3,0.1148,0.06944,0.0115,0.009550000000000001
13,1000.5572071782029,3,0.11560000000000001,0.07238,0.0114,0.009940000000000001
13,1000.5572071782029,3,0.1155,0.06935,0.0115,0.009550000000000001
13,1000.5572071782029,3,0.1157,0.06931,0.011300000000000001,0.009530000000000002
13,1000.5572071782029,3,0.1152,0.06936,0.0115,0.00945
13,1000.5572071782029,3,0.11460000000000001,0.06968,0.0114,0.00944
13,1000.5572071782029,3,0.1155,0.06905,0.012,0.0095
13,1000.5572071782029,3,0.1154,0.06962,0.0117,0.00937
13,1000.5572071782029,3,0.11660000000000001,0.06928000000000001,0.0117,0.00937
14,1310.1298440276594,5,0.1107,0.035410000000000004,0.060700000000000004,0.00787
14,1310.1298440276594,5,0.1106,0.03478,0.061000000000000006,0.0091
14,1310.1298440276594,5,0.10980000000000001,0.034940000000000006,0.061000000000000006,0.0091
14,1310.1298440276594,5,0.1119,0.035469999999999995,0.060700000000000004,0.00867
14,1310.1298440276594,5,0.1114,0.03542,0.0609,0.008490000000000001
14,1310.1298440276594,5,0.10980000000000001,0.03474000000000001,0.0609,0.008390000000000002
14,1310.1298440276594,5,0.1107,0.035010000000000006,0.0609,0.008390000000000002
14,1310.1298440276594,5,0.1148,0.03704,0.0606,0.00856
14,1310.1298440276594,5,0.1104,0.03512,0.0606,0.00856
14,1277.3310478779758,5,0.1125,0.035550000000000005,0.062000000000000006,0.007300000000000001
14,1277.3310478779758,5,0.111,0.034999999999999996,0.0637,0.007670000000000001
14,1277.3310478779758,5,0.11560000000000001,0.037380000000000004,0.064,0.008
14,1277.3310478779758,5,0.11460000000000001,0.03648,0.0616,0.0071600000000000006
14,1277.3310478779758,5,0.1155,0.03695,0.0637,0.008470000000000002
14,1277.3310478779758,5,0.1155,0.03685,0.0646,0.00956
14,1277.3310478779758,5,0.1152,0.03696,0.0637,0.009470000000000001
14,1277.3310478779758,5,0.11410000000000001,0.03613,0.0637,0.00807
14,1277.3310478779758,5,0.115,0.0364,0.0625,0.00995
14,1277.3310478779758,5,0.1144,0.03632,0.0616,0.00776
14,1277.3310478779758,5,0.11370000000000001,0.03641,0.0628,0.00878
15,1061.8718331501125,3,0.1311,0.04163,0.0791,0.062310000000000004
15,1061.8718331501125,3,0.1307,0.04091,0.0692,0.060520000000000004
15,1061.8718331501125,3,0.13119999999999998,0.040859999999999994,0.0697,0.061270000000000005
15,1061.8718331501125,3,0.1313,0.040690000000000004,0.0702,0.06072
15,1061.8718331501125,3,0.13140000000000002,0.040720000000000006,0.0699,0.06069000000000001
15,1061.8718331501125,3,0.13090000000000002,0.040670000000000005,0.0703,0.06053000000000001
15,1061.8718331501125,3,0.131,0.0409,0.0722,0.06132
15,1061.8718331501125,3,0.1307,0.04061,0.0689,0.06019
15,1061.8718331501125,3,0.1307,0.04071,0.0711,0.06201
15,1061.8718331501125,3,0.13140000000000002,0.040920000000000005,0.07100000000000001,0.062200000000000005
15,1061.8718331501125,3,0.13119999999999998,0.04125999999999999,0.0714,0.060840000000000005
15,1061.8718331501125,3,0.13140000000000002,0.041420000000000005,0.0716,0.06246
15,1061.8718331501125,3,0.1315,0.04165,0.0711,0.06211
15,1061.8718331501125,3,0.1313,0.041690000000000005,0.07100000000000001,0.061200000000000004
15,1061.8718331501125,3,0.1308,0.04104,0.0726,0.06256
15,1061.8718331501125,3,0.131,0.0413,0.0726,0.06226
15,1059.7899353161997,5,0.1023,0.044289999999999996,0.0862,0.07502
15,1059.2440487493284,3,0.13090000000000002,0.04107000000000001,0.0724,0.06314
15,1058.8883701310926,3,0.1311,0.04033,0.0694,0.05974
15,1058.8883701310926,3,0.1315,0.041049999999999996,0.063,0.0557
16,1000.0,3,0.1018,0.04004,0.0956,0.06546
16,1000.0,1,0.1021,0.07403,0.015200000000000002,0.012020000000000001
16,1000.0,4,0.1439,0.12657000000000002,0.025300000000000003,0.003830000000000001
16,1000.0,1,0.1392,0.06336,0.0546,0.006960000000000001
16,1000.0,2,0.11950000000000001,0.08565,0.0836,0.053360000000000005
16,1000.0,2,0.1221,0.08463,0.0728,0.03418
16,1000.0,1,0.13,0.10250000000000001,0.0565,0.02815
16,1000.0,3,0.1096,0.05338,0.08,0.0495
16,1000.0,5,0.13190000000000002,0.09917000000000001,0.0877,0.06217
16,1000.0,3,0.1451,0.12533,0.045000000000000005,0.0122
16,1000.0,4,0.1496,0.12968000000000002,0.0191,0.00391
16,1000.0,2,0.1228,0.10494,0.0165,0.00285
16,1000.0,3,0.1356,0.09248,0.046400000000000004,0.018740000000000003
16,1000.0,3,0.1173,0.08179,0.0769,0.02399
16,1000.0,1,0.14250000000000002,0.11695,0.0695,0.015050000000000001
16,1000.0,1,0.1355,0.06634999999999999,0.045000000000000005,0.0085
16,1000.0,1,0.1265,0.05745,0.06010000000000001,0.01131
16,1000.0,2,0.13990000000000002,0.07937000000000001,0.0327,0.00627
16,1000.0,4,0.1497,0.06451,0.051800000000000006,0.01708
16,1000.0,5,0.1162,0.045259999999999995,0.0342,0.00922
17,1000.0,1,0.1486,0.12138000000000002,0.0837,0.051570000000000005
17,1000.0,1,0.14550000000000002,0.12045,0.0859,0.05249
17,1000.0,1,0.15,0.1201,0.08449999999999999,0.05475
17,1000.0,1,0.1483,0.12129000000000001,0.0831,0.05341
17,1000.0,1,0.1493,0.11749,0.0922,0.05772
17,1000.0,1,0.1486,0.12198,0.0832,0.05412
17,1000.0,1,0.14200000000000002,0.1187,0.0991,0.08561
17,1000.0,1,0.14150000000000001,0.10395000000000001,0.0829,0.05489
17,1000.0,1,0.1497,0.13301,0.091,0.06330000000000001
17,1000.0,1,0.1494,0.12582,0.0923,0.05553
17,1000.0,1,0.1434,0.11892,0.0883,0.05163000000000001
17,1000.0,1,0.1498,0.12694,0.08109999999999999,0.05671
17,1000.0,1,0.1397,0.11560999999999999,0.0726,0.052660000000000005
17,1000.0,1,0.1433,0.12199,0.0847,0.060270000000000004
17,1000.0,1,0.1498,0.12174,0.0835,0.053450000000000004
17,1000.0,1,0.1385,0.11525,0.0721,0.053910000000000007
17,1000.0,1,0.1452,0.11956,0.0856,0.04546
17,1000.0,2,0.1472,0.13016,0.0695,0.051750000000000004
17,1000.0,1,0.1429,0.12347,0.0993,0.08323
17,1000.0,1,0.1391,0.11803,0.0992,0.08162
18,1033.1107538829856,1,0.059,0.0448,0.0437,0.01217
18,1032.0121195330216,1,0.0572,0.04516,0.0118,0.01038
18,1031.0880944921264,1,0.0576,0.04528,0.0105,0.009250000000000001
18,1031.0880944921264,1,0.0572,0.04586,0.011600000000000001,0.01026
18,1030.0459551507429,1,0.0589,0.044469999999999996,0.0344,0.011640000000000001
18,1029.6824330470117,1,0.0576,0.04508,0.0125,0.01105
18,1029.6824330470117,1,0.0576,0.044980000000000006,0.0127,0.01107
18,1029.089591432447,1,0.058300000000000005,0.045090000000000005,0.0129,0.00929
18,1029.089591432447,1,0.0581,0.04503,0.012,0.0104
18,1029.089591432447,1,0.0584,0.04512000000000001,0.0119,0.01039
18,1029.089591432447,1,0.0592,0.045160000000000006,0.0117,0.010270000000000001
18,1029.089591432447,1,0.0592,0.045160000000000006,0.011600000000000001,0.01026
18,1028.1780591886186,1,0.0596,0.044480000000000006,0.0118,0.01038
18,1028.1655663915521,1,0.0598,0.04584,0.011600000000000001,0.01006
18,1027.837121221211,1,0.0571,0.04673,0.0127,0.01077
18,1027.8283434777045,1,0.0581,0.04453,0.0125,0.01105
18,1027.8158506806383,1,0.0592,0.04576,0.012400000000000001,0.01094
18,1027.8158506806383,1,0.060200000000000004,0.04616,0.0129,0.01049
18,1027.8158506806383,1,0.060200000000000004,0.04596,0.0127,0.01097
18,1027.8158506806383,1,0.058800000000000005,0.045340000000000005,0.0128,0.01098
19,1000.0,3,0.1018,0.04004,0.0956,0.06546
19,1000.0,1,0.1021,0.07403,0.015200000000000002,0.012020000000000001
19,1000.0,2,0.08180000000000001,0.038740000000000004,0.0374,0.019440000000000002
19,1000.0,5,0.1011,0.03312999999999999,0.0279,0.01429
19,1000.0,4,0.1439,0.12657000000000002,0.025300000000000003,0.003830000000000001
19,1000.0,5,0.1121,0.06323000000000001,0.0374,0.00664
19,1000.0,1,0.1392,0.06336,0.0546,0.006960000000000001
19,1000.0,4,0.0956,0.03928,0.038,0.019600000000000003
